1	2
10	1
100	1
101	2
102	1
103	1
104	3
105	2
106	1
107	3
108	2
109	1
11	3
110	1
111	1
112	2
113	2
114	1
115	3
116	2
117	1
118	2
119	2
12	2
120	3
121	1
122	2
123	1
124	3
125	3
126	3
127	2
128	3
129	2
13	1
130	2
131	1
132	1
133	1
134	2
135	1
136	1
137	1
138	1
139	2
14	2
140	1
141	3
142	2
143	3
144	3
145	2
146	1
147	2
148	1
149	3
15	2
150	3
16	2
17	3
18	1
19	2
2	3
20	3
21	2
22	1
23	3
24	1
25	1
26	2
27	2
28	1
29	2
3	2
30	1
31	1
32	1
33	3
34	1
35	3
36	1
37	1
38	1
39	3
4	2
40	2
41	1
42	1
43	2
44	2
45	1
46	2
47	1
48	2
49	3
5	2
50	2
51	1
52	2
53	1
54	1
55	1
56	1
57	2
58	3
59	3
6	2
60	3
61	2
62	3
63	2
64	3
65	2
66	1
67	3
68	1
69	3
7	3
70	1
71	2
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	2
8	3
80	3
81	1
82	1
83	2
84	2
85	3
86	2
87	1
88	3
89	1
9	1
90	2
91	1
92	2
93	3
94	1
95	2
96	1
97	3
98	3
99	3
